Frame,Sub Frame,head,,,chest,,,leftshoulder,,,rightshoulder,,,leftelbow,,,rightelbow,,,lefthand,,,righthand,,,lefthip,,,righthip,,,leftknee,,,rightknee,,,leftfoot,,,rightfoot,,
,,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ,TX,TY,TZ
Frames,Frames,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
350,0,-585.751,-362.874,-190.396,-347.995,-317.570,-28.446,-284.800,-317.046,-208.331,-411.190,-318.094,151.439,-110.661,-207.044,-242.340,,,,-104.426,17.710,-156.146,,,,40.192,-27.637,-64.301,-40.082,23.013,65.996,377.492,160.723,-182.098,-95.763,343.869,-24.512,498.880,-170.196,70.849,158.274,668.213,92.476
351,0,-585.361,-360.809,-193.987,-347.777,-317.207,-28.806,-284.525,-318.192,-207.850,-411.030,-316.222,150.239,-107.073,-206.814,-240.606,,,,-99.746,22.558,-159.192,,,,40.169,-27.633,-63.780,-40.022,23.013,65.619,378.802,170.667,-182.423,-88.982,350.560,-23.775,493.580,-165.468,77.387,171.218,668.775,98.002
352,0,-584.482,-352.700,-196.767,-348.541,-314.698,-27.702,-285.592,-316.422,-205.095,-411.490,-312.975,149.692,-107.718,-201.425,-230.263,,,,-100.134,25.172,-143.166,,,,39.849,-27.449,-62.860,-39.646,22.828,64.764,368.265,186.672,-176.897,-90.123,352.387,-26.326,464.595,-156.432,93.651,172.879,669.396,83.252
353,0,-583.607,-352.752,-202.159,-348.508,-312.675,-28.509,-285.555,-314.170,-205.269,-411.460,-311.180,148.251,-106.582,-201.110,-232.217,,,,-97.653,28.175,-147.023,,,,39.651,-26.577,-62.904,-39.472,21.753,64.769,363.073,194.451,-175.916,-80.204,352.261,-17.907,455.605,-153.915,93.179,182.458,668.348,87.530
354,0,-585.722,-348.518,-201.657,-349.839,-309.494,-29.128,-285.688,-311.156,-205.904,-413.989,-307.832,147.647,-106.792,-199.605,-232.532,,,,-98.115,30.841,-150.620,,,,39.656,-26.364,-62.757,-39.494,21.423,64.489,342.224,210.021,-170.340,-83.171,351.641,-29.061,429.575,-141.713,110.420,180.948,664.815,66.349
355,0,-585.542,-347.888,-214.839,-349.894,-308.784,-45.633,-284.761,-310.998,-223.053,-415.027,-306.571,131.787,-106.899,-199.996,-258.704,,,,-98.103,30.710,-196.162,,,,39.547,-25.954,-62.828,-39.439,20.862,64.494,327.127,217.061,-167.607,-71.888,351.026,-25.894,421.360,-134.134,113.520,192.167,665.342,70.073
356,0,-585.274,-348.033,-220.871,-349.359,-310.041,-50.520,-283.295,-313.346,-224.964,-415.423,-306.736,123.924,-105.245,-206.725,-270.176,,,,-97.344,26.886,-227.079,,,,39.429,-25.341,-62.776,-39.328,20.163,64.324,325.978,234.573,-166.596,-60.576,347.339,-25.602,417.031,-125.891,110.678,205.319,662.289,71.999
357,0,-585.024,-347.113,-229.789,-349.939,-311.270,-53.717,-282.158,-313.847,-226.931,-417.719,-308.693,119.497,-105.414,-207.870,-276.204,,,,-97.128,25.579,-233.352,-436.221,0.227,209.245,39.207,-25.084,-62.507,-39.145,19.814,63.796,318.179,246.492,-155.787,-54.714,347.002,-25.215,414.823,-113.985,118.891,216.620,662.649,62.756
358,0,-582.003,-347.136,-250.047,-349.980,-311.408,-61.995,-279.092,-314.023,-234.363,-420.868,-308.794,110.372,-100.949,-213.182,-285.969,,,,-94.701,23.368,-247.563,-447.240,8.136,214.181,39.196,-25.014,-61.269,-39.146,19.647,62.060,307.189,254.166,-147.043,-51.833,345.650,-35.322,406.684,-101.742,138.214,219.982,662.377,29.982
359,0,-579.326,-347.743,-253.915,-349.720,-312.384,-63.971,-276.540,-314.084,-236.184,-422.900,-310.684,108.243,-98.206,-214.405,-291.560,,,,-91.311,23.182,-257.772,-458.862,13.539,237.710,39.140,-24.579,-60.566,-39.132,19.005,60.913,291.330,266.346,-144.424,-45.944,342.593,-38.317,399.926,-91.766,140.705,228.484,661.802,14.439
360,0,-573.158,-347.961,-270.562,-349.665,-312.430,-70.421,-274.049,-314.099,-240.174,-425.280,-310.762,99.332,-97.536,-214.517,-298.810,,,,-89.062,23.122,-277.750,-472.251,20.975,243.249,39.162,-24.481,-58.880,-39.177,18.784,58.799,288.210,273.405,-140.681,-43.737,339.908,-37.404,386.639,-86.615,149.692,232.085,660.824,18.655
361,0,-572.339,-351.069,-272.972,-349.190,-312.989,-73.845,-271.619,-314.415,-244.774,-426.760,-311.564,97.084,-91.244,-217.415,-305.537,,,,-82.030,20.325,-281.409,-484.924,24.697,259.228,39.191,-24.230,-58.580,-39.246,18.411,58.370,290.486,275.223,-139.415,-36.899,339.794,-30.087,375.880,-78.533,150.884,243.178,661.003,22.557
362,0,-570.708,-351.716,-269.386,-347.990,-313.049,-77.096,-269.426,-314.480,-247.098,-426.554,-311.618,92.905,-86.221,-219.846,-304.157,,,,-74.116,18.214,-272.216,-488.307,28.736,256.410,39.211,-24.040,-57.243,-39.307,18.098,56.710,281.980,278.962,-124.292,-34.489,340.093,-29.946,361.869,-66.884,174.524,249.642,661.258,25.572
363,0,-569.407,-351.748,-269.669,-347.336,-313.090,-78.845,-266.458,-314.473,-248.771,-428.215,-311.708,91.081,-82.800,-221.318,-304.059,,,,-69.608,17.461,-269.123,-498.883,34.158,269.693,39.432,-24.033,-55.132,-39.746,18.082,54.401,263.140,286.312,-113.902,-34.003,342.898,-32.426,348.384,-39.911,198.319,256.682,661.363,15.601
364,0,-569.241,-352.177,-268.731,-347.441,-312.370,-78.823,-265.513,-313.184,-249.140,-429.370,-311.555,91.494,-81.753,-221.063,-305.485,,,,-70.327,16.084,-271.509,-508.887,37.526,269.694,39.449,-23.734,-54.925,-39.862,17.721,54.190,233.356,294.960,-118.869,-35.674,346.735,-31.140,336.600,-25.617,192.839,260.193,659.759,20.952
365,0,-568.172,-350.199,-270.217,-348.412,-309.980,-79.798,-264.817,-311.015,-249.530,-432.008,-308.945,89.935,-78.400,-220.814,-304.462,,,,-67.562,15.381,-269.853,-517.424,50.408,268.911,39.364,-23.481,-54.608,-39.855,17.427,53.836,213.313,298.557,-121.004,-31.649,351.516,-27.542,339.474,-14.161,189.485,267.640,664.211,24.288
366,0,-565.295,-351.563,-275.699,-349.387,-309.913,-80.955,-264.411,-312.081,-249.639,-434.362,-307.746,87.728,-77.650,-228.780,-303.519,,,,-65.769,6.626,-269.890,-523.929,49.460,267.675,39.350,-23.465,-54.543,-39.859,17.412,53.760,218.024,298.431,-122.438,-25.018,354.091,-21.914,340.835,-7.033,191.753,273.179,664.004,26.978
367,0,-561.181,-352.691,-278.371,-346.503,-310.725,-83.240,-258.153,-313.992,-250.994,-434.854,-307.458,84.515,-64.431,-235.143,-302.766,,,,-55.428,2.031,-268.069,-525.575,50.736,264.699,39.655,-23.633,-54.205,-40.237,17.533,53.359,217.035,302.300,-123.684,-8.431,358.431,-19.562,338.485,6.354,200.882,289.751,664.899,34.703
368,0,-560.731,-352.770,-278.126,-347.288,-310.268,-81.868,-258.539,-314.030,-250.112,-436.038,-306.506,86.376,-65.152,-240.949,-297.316,,,,-53.790,0.150,-256.507,-539.709,60.239,270.725,39.274,-23.608,-53.964,-39.953,17.484,53.108,184.687,300.915,-118.023,-6.928,358.286,-16.107,332.965,28.935,235.754,297.272,665.976,33.590
369,0,-561.954,-352.235,-261.677,-347.357,-309.610,-77.713,-258.587,-314.090,-246.865,-436.128,-305.131,91.439,-65.061,-241.916,-292.038,,,,-55.172,-2.724,-245.476,-544.541,61.230,266.826,39.268,-23.598,-53.898,-39.966,17.472,53.030,146.461,302.673,-121.734,-9.685,357.100,-15.539,324.581,52.252,227.695,296.069,667.291,34.134
370,0,-558.962,-351.482,-272.471,-348.368,-309.578,-77.477,-258.210,-314.255,-246.776,-438.527,-304.901,91.822,-62.741,-247.366,-291.375,,,,-53.681,-5.947,-244.030,-557.649,68.034,268.708,38.782,-23.396,-54.392,-39.628,17.217,53.502,133.173,305.424,-123.074,-10.706,356.789,-14.681,330.184,57.316,220.539,299.513,671.337,30.137
371,0,-558.268,-347.002,-270.215,-348.372,-307.563,-72.861,-258.232,-312.639,-241.387,-438.512,-302.488,95.665,-61.638,-247.005,-280.813,,,,-53.644,-5.663,-224.323,-562.366,73.640,279.676,37.829,-22.846,-54.728,-38.872,16.598,53.768,105.847,315.915,-124.244,-5.540,356.559,-12.969,320.885,76.461,217.627,308.382,681.471,29.213
372,0,-557.109,-339.328,-266.611,-350.077,-302.653,-67.020,-258.526,-308.750,-233.939,-441.628,-296.555,99.899,-62.454,-246.218,-271.794,,,,-54.334,-5.270,-217.010,-568.010,80.061,281.472,36.576,-22.563,-55.057,-37.697,16.272,54.018,91.358,319.320,-125.341,3.046,356.158,-11.701,322.219,90.296,210.749,318.669,694.700,27.415
373,0,-556.493,-336.618,-256.904,-352.781,-302.366,-53.491,-258.968,-308.448,-215.801,-446.595,-296.284,108.819,-63.094,-248.170,-255.976,,,,-54.655,-8.161,-203.562,-577.787,80.156,292.702,36.019,-22.198,-55.081,-37.309,15.869,54.033,83.501,321.312,-125.749,3.106,358.918,-10.937,323.451,98.899,208.765,315.686,701.379,22.202
374,0,-554.930,-337.150,-259.241,-356.008,-302.283,-50.081,-259.342,-308.538,-211.406,-452.674,-296.027,111.243,-62.996,-250.058,-257.671,,,,-55.024,-9.505,-208.081,-592.510,80.059,306.087,35.113,-22.019,-55.495,-36.642,15.706,54.504,54.731,326.046,-127.546,20.932,358.802,-6.567,321.436,120.583,194.374,327.317,714.572,22.960
375,0,-556.593,-337.342,-238.144,-357.868,-302.354,-42.421,-261.631,-308.487,-201.889,-454.105,-296.221,117.046,-63.354,-250.108,-253.750,,,,-56.290,-10.630,-208.252,-594.041,78.356,308.328,33.476,-21.595,-55.865,-35.213,15.285,54.790,31.777,326.058,-130.692,44.761,354.098,4.365,318.478,139.486,164.998,340.137,711.313,30.769
376,0,-560.329,-334.407,-236.087,-361.900,-300.622,-43.340,-265.000,-306.669,-203.572,-458.801,-294.576,116.893,-63.572,-249.626,-255.423,-427.583,-89.770,262.449,-58.207,-11.711,-210.761,-593.477,78.665,303.843,31.838,-21.319,-56.608,-33.690,15.007,55.464,28.233,325.653,-131.846,54.575,348.505,9.597,319.372,156.517,146.457,344.083,711.296,33.527
377,0,-562.661,-333.582,-228.015,-363.815,-299.364,-40.153,-266.132,-305.274,-198.183,-461.498,-293.455,117.878,-63.816,-249.137,-253.321,-430.947,-90.103,261.310,-59.646,-11.460,-211.632,-597.159,78.369,304.275,30.915,-20.877,-56.790,-32.891,14.552,55.586,25.701,330.308,-133.068,64.559,347.058,11.650,320.225,169.220,128.064,342.616,710.225,36.749
378,0,-567.612,-335.071,-208.942,-366.133,-301.985,-34.057,-269.236,-308.783,-189.265,-463.030,-295.188,121.152,-64.856,-257.659,-253.829,-430.587,-95.675,261.627,-61.864,-21.884,-217.294,-596.512,74.173,307.005,29.707,-20.514,-57.032,-31.785,14.193,55.762,12.589,328.684,-135.949,76.974,341.690,22.466,322.298,178.945,101.416,352.926,706.785,45.891
379,0,-567.473,-337.127,-209.442,-366.322,-308.203,-34.280,-269.118,-318.294,-189.305,-463.526,-298.112,120.745,-63.022,-266.301,-254.684,-428.987,-102.330,253.921,-61.696,-31.032,-225.118,-592.931,66.138,296.620,29.497,-20.556,-57.086,-31.561,14.232,55.780,-0.408,327.580,-143.026,88.889,334.802,26.341,323.660,204.887,90.799,366.403,703.321,48.825
